      415	2025-12-01 11:37:33	1	255	1	0
      407	2025-12-01 11:52:14	1	255	1	0
      415	2025-12-01 12:48:32	1	255	1	0
      407	2025-12-01 12:48:56	1	255	1	0
      415	2025-12-01 14:06:56	1	255	1	0
      415	2025-12-01 14:14:51	1	255	1	0
      415	2025-12-02 11:35:39	1	255	1	0
      407	2025-12-02 11:36:10	1	255	1	0
      415	2025-12-02 12:31:08	1	255	1	0
      407	2025-12-02 12:33:54	1	255	1	0
      397	2025-12-02 17:12:33	1	255	15	0
      397	2025-12-02 17:40:42	1	255	15	0
      415	2025-12-03 11:42:05	1	255	1	0
      415	2025-12-03 12:39:08	1	255	1	0
      397	2025-12-03 12:47:15	1	255	15	0
      397	2025-12-03 13:23:44	1	255	15	0
      415	2025-12-03 17:33:11	1	255	1	0
      415	2025-12-03 18:03:28	1	255	1	0
      407	2025-12-03 18:42:35	1	255	1	0
      415	2025-12-03 18:42:41	1	255	1	0
      415	2025-12-03 19:31:01	1	255	1	0
      407	2025-12-03 19:47:28	1	255	1	0
      385	2025-12-04 10:05:41	1	255	15	0
      385	2025-12-04 10:10:52	1	255	15	0
      408	2025-12-04 10:38:09	1	255	1	0
      406	2025-12-04 11:45:31	1	255	1	0
      415	2025-12-04 11:47:54	1	255	1	0
      407	2025-12-04 11:48:02	1	255	1	0
      408	2025-12-04 12:07:39	1	255	1	0
      415	2025-12-04 12:36:27	1	255	1	0
      407	2025-12-04 12:42:54	1	255	1	0
      406	2025-12-04 12:46:08	1	255	1	0
      397	2025-12-04 14:57:23	1	255	15	0
      389	2025-12-04 14:57:36	1	255	15	0
      397	2025-12-04 14:59:46	1	255	15	0
      389	2025-12-04 15:00:56	1	255	15	0
      250	2025-12-04 16:38:24	1	255	15	0
      250	2025-12-04 17:35:40	1	255	15	0
      415	2025-12-05 11:47:16	1	255	1	0
      340	2025-12-05 11:54:14	1	255	15	0
      378	2025-12-05 11:54:25	1	255	15	0
      408	2025-12-05 11:54:32	1	255	1	0
      250	2025-12-05 12:02:52	1	255	15	0
      415	2025-12-05 12:30:53	1	255	1	0
      408	2025-12-05 13:22:22	1	255	1	0
      340	2025-12-05 13:22:41	1	255	15	0
      378	2025-12-05 13:22:50	1	255	15	0
      250	2025-12-05 13:30:41	1	255	15	0
      397	2025-12-05 14:42:12	1	255	15	0
      389	2025-12-05 15:00:01	1	255	15	0
      389	2025-12-05 15:02:05	1	255	15	0
      397	2025-12-05 15:09:54	1	255	15	0
      407	2025-12-05 18:37:52	1	255	1	0
      402	2025-12-05 18:47:32	1	255	1	0
      407	2025-12-05 20:01:48	1	255	1	0
      397	2025-12-06 13:16:50	1	255	15	0
      397	2025-12-06 13:53:49	1	255	15	0
      415	2025-12-09 11:35:10	1	255	1	0
      415	2025-12-09 12:25:38	1	255	1	0
      408	2025-12-10 09:25:09	1	255	1	0
      415	2025-12-10 09:42:49	1	255	1	0
      415	2025-12-10 10:35:19	1	255	1	0
      408	2025-12-10 11:21:32	1	255	1	0
      415	2025-12-10 11:33:13	1	255	1	0
      407	2025-12-10 11:48:41	1	255	1	0
      407	2025-12-10 12:17:22	1	255	1	0
      415	2025-12-10 12:40:55	1	255	1	0
      337	2025-12-11 11:09:37	1	255	15	0
      415	2025-12-11 11:40:34	1	255	1	0
      407	2025-12-11 11:47:58	1	255	1	0
      406	2025-12-11 12:05:42	1	255	1	0
      337	2025-12-11 12:06:11	1	255	15	0
      407	2025-12-11 12:15:37	1	255	1	0
      406	2025-12-11 12:37:21	1	255	1	0
      415	2025-12-11 12:38:14	1	255	1	0
      250	2025-12-11 14:31:43	1	255	15	0
      250	2025-12-11 15:35:27	1	255	15	0
      406	2025-12-12 11:04:04	1	255	1	0
      415	2025-12-12 11:26:14	1	255	1	0
